age,height,weight
20,170,73.3
18,164,64.2
19,156,61.8
19,169,72.3
28,177,73.6
21,162,64.0
20,172,74.5
21,189,85.8
24,158,62.0
21,155,56.5
20,160,63.3
19,161,67.4
20,162,62.9
21,171,69.9
23,173,75.6
22,158,61.5
24,155,60.0
22,175,71.9
20,156,65.2
21,192,96.4
22,163,66.7
23,151,62.0
20,188,85.1
59,177,76.8
21,178,79.2
25,164,68.7
18,180,78.7
21,175,78.7
20,160,67.1
21,193,91.4
20,169,67.0
22,159,66.2
22,186,83.3
21,166,68.4
19,160,63.6
19,168,69.0
22,162,66.0
23,158,64.0
22,168,69.5
20,180,78.4
18,171,70.8
18,179,79.6
22,177,75.8
24,175,76.6
22,186,83.6
18,177,75.2
23,184,81.0
22,187,83.0
22,154,65.8
24,173,74.3
24,160,63.2
22,171,71.9
19,160,68.3
18,166,66.5
21,174,74.9
21,178,79.7
20,161,63.7
22,174,70.6
25,174,73.6
26,187,83.6
22,172,72.5
20,173,70.2
20,176,78.8
23,186,85.4
20,163,71.4
21,159,67.4
20,165,71.1
19,190,85.7
19,149,58.5
18,166,67.4
21,173,72.8
20,162,68.4
20,185,85.4
25,174,75.5
20,165,68.1
18,178,77.1
21,164,62.9
23,170,65.2
23,170,71.1
22,167,67.3
19,188,89.6
20,189,86.9
21,169,72.4
20,156,65.2
21,174,75.1
22,190,90.7
23,195,95.8
21,156,63.1
22,188,90.2
21,150,56.1
22,170,70.6
20,164,68.9
22,154,63.1
20,146,57.6
22,181,79.8
23,167,64.7
20,191,88.8
23,174,72.4
23,160,61.6
22,187,91.2
22,171,74.9
20,165,66.3
21,171,71.1
23,173,70.7
39,169,75.0
19,182,78.0
20,186,86.9
22,174,73.2
19,175,77.5
20,160,65.3
18,182,82.0
21,156,66.7
21,174,75.3
23,164,66.1
21,188,88.7
21,166,67.7
19,180,74.7
23,164,69.0
23,172,71.3
22,180,75.1
18,150,59.2
21,164,65.2
20,188,89.8
22,168,68.3
23,191,92.9
23,181,77.4
28,163,63.7
24,160,67.2
18,187,83.8
19,161,66.2
20,174,70.9
20,174,72.7
18,176,79.4
20,169,71.6
22,169,65.5
23,182,82.5
21,188,90.2
22,153,64.5
21,172,65.8
21,174,75.5
20,148,57.8
21,174,68.7
23,177,72.2
22,171,70.0
21,178,78.8
18,173,77.6
18,157,66.0
23,167,63.7
20,168,70.2
19,166,65.8
22,158,65.2
22,151,62.3
23,163,61.9
21,182,82.9
21,182,81.8
27,189,88.9
22,167,66.1
22,176,78.8
62,160,63.6
22,186,85.4
21,183,80.7
21,196,94.6
19,185,85.3
23,163,67.0
20,176,77.9
22,174,75.1
55,177,77.5
20,174,72.3
22,171,68.7
22,186,83.0
25,175,72.7
51,174,71.0
21,164,70.5
18,182,79.1
21,175,72.6
21,184,83.1
21,167,69.8
23,156,62.6
21,171,74.7
20,169,64.7
40,176,75.9
24,179,76.8
23,186,80.7
55,152,60.5
24,168,73.5
20,191,92.3
26,172,75.1
19,162,63.8
21,194,97.9
25,165,69.7
21,171,73.0
20,188,85.6
22,164,68.0
23,172,67.5
19,172,70.4
20,167,72.0
20,156,64.2
20,162,67.4
29,185,79.9
18,188,89.3
22,178,72.7
19,156,58.5
21,168,67.7
20,173,71.7
61,161,68.3
22,181,81.1
20,179,79.6
20,168,69.9
21,181,80.9
19,166,71.0
21,165,67.1
20,179,74.3
20,168,68.3
22,180,77.8
25,160,63.3
24,191,90.0
23,185,82.2
19,164,67.4
22,184,82.8
23,162,70.7
21,156,58.9
24,191,87.1
18,158,63.4
19,178,76.6
23,174,70.7
19,186,81.7
19,162,65.0
19,174,75.7
22,179,77.0
21,185,80.0
19,167,71.8
21,155,63.0
26,184,86.5
19,194,93.0
22,176,74.8
19,171,77.9
21,163,67.5
23,180,76.5
22,174,73.4
20,171,70.7
21,156,64.8
21,162,67.4
21,164,68.1
23,156,65.9
20,163,63.1
21,155,65.2
22,173,71.0
22,176,73.2
19,184,81.3
25,170,75.3
18,183,83.1
22,159,67.2
22,152,59.8
21,168,68.9
26,161,65.9
20,156,62.6
23,161,64.6
22,152,61.6
19,181,77.5
21,174,73.0
20,173,67.6
23,152,60.5
20,173,78.6
20,159,63.5
22,181,78.7
22,162,66.9
22,195,91.5
20,171,72.7
24,181,81.7
21,165,68.3
19,164,67.7
22,156,61.7
21,168,71.8
21,147,60.0
20,157,66.1
20,168,68.5
39,160,66.2
20,162,63.2
26,187,88.5
23,164,67.2
19,157,64.5
24,180,74.9
53,188,87.9
19,174,73.5
21,202,105.3
21,162,67.5
62,161,63.4
23,153,63.3
24,195,96.0
20,152,61.6
19,170,71.2
26,175,75.9
19,161,66.0
21,170,69.4
23,161,68.0
26,176,72.8
21,162,63.3
18,184,79.7
22,154,61.1
27,177,80.0
23,158,64.5
24,159,65.0
18,202,104.6
18,178,82.8
19,179,79.2
19,188,85.4
20,163,66.7
21,177,74.4
21,165,70.3
24,184,86.7
40,176,74.7
22,173,71.0
21,179,82.5
21,171,71.4
23,150,62.7
22,176,70.5
21,166,68.4
19,179,76.9
20,175,73.1
22,174,70.7
20,150,59.5
19,176,70.9
20,184,81.8
20,161,66.9
22,169,64.5
21,140,60.6
21,170,67.1
45,159,65.9
19,187,80.5
23,181,80.0
22,197,97.2
20,162,64.1
43,161,68.1
24,164,64.8
23,190,84.1
21,176,78.0
20,161,66.7
35,160,66.5
19,170,70.2
20,171,68.8
19,177,76.2
20,180,77.3
25,191,89.9
20,178,83.7
21,170,72.1
55,158,68.7
19,166,68.5
20,167,70.2
21,174,73.8
23,158,66.5
21,179,77.6
22,174,70.0
19,178,72.8
19,164,69.5
22,171,72.7
19,178,74.5
21,164,67.7
23,182,79.6
20,188,83.0
21,180,77.2
21,172,70.0
20,180,83.6
26,167,66.5
20,170,73.3
19,169,66.1
20,183,84.9
22,190,85.3
41,178,73.6
22,188,89.8
23,158,60.9
22,167,69.6
21,176,75.6
21,184,77.1
21,183,78.9
22,171,72.0
23,174,72.6
21,183,77.5
22,155,59.2
21,182,81.9
20,191,89.7
21,164,65.1
23,187,86.8
20,174,67.5
23,162,65.6
22,168,68.7
20,174,77.5
23,167,65.2
22,163,66.4
21,186,81.6
22,162,69.0
22,189,91.5
21,141,58.2
22,174,75.0
35,161,61.3
21,176,73.0
21,178,77.6
21,176,80.7
26,166,68.8
19,154,62.9
21,163,65.1
24,173,75.8
21,157,64.8
23,185,88.1
59,159,66.5
21,174,72.3
24,174,77.0
23,173,74.0
21,166,64.4
44,184,81.0
19,160,66.7
21,186,86.9
23,180,80.2
25,178,79.6
18,163,66.2
22,180,75.9
22,168,68.5
47,168,67.8
23,180,84.9
22,183,83.3
20,152,62.5
21,174,70.2
19,164,70.8
23,170,70.3
20,160,63.5
21,164,63.5
22,163,62.2
25,174,75.2
26,180,78.1
22,166,70.0
63,176,76.0
23,163,70.2
20,158,61.7
23,167,71.3
20,181,79.3
26,150,64.9
22,180,78.7
22,165,66.8
26,179,76.5
56,178,79.0
21,185,84.5
22,167,68.7
22,191,93.2
22,180,79.7
21,180,78.8
20,165,67.5
23,161,64.6
22,175,72.1
22,165,68.7
26,162,67.1
19,163,66.3
23,163,68.6
22,186,83.6
22,157,64.7
22,158,67.4
19,160,65.0
19,168,69.3
20,166,67.8
21,174,72.5
22,151,63.1
21,175,72.1
19,176,76.5
20,189,89.8
21,175,74.1
25,178,78.2
21,158,63.6
23,154,63.7
21,180,78.0
19,181,77.8
22,148,59.3
22,191,90.0
20,182,78.7
19,161,64.6
22,186,86.4
22,168,72.5
51,179,79.6
22,160,64.7
19,179,76.8
24,176,73.6
19,188,91.0
41,158,66.0
22,167,65.5
21,148,59.9
24,151,65.3
21,182,76.7
22,176,72.2
22,153,59.9
20,183,78.7
20,178,81.6
46,162,66.3
20,178,77.1
19,180,82.2
21,174,74.0
18,164,69.1
20,164,69.4
25,185,82.8
19,199,101.5
22,176,74.5
26,172,72.3
24,155,61.8
21,158,59.4
20,170,65.7
21,166,70.0
20,183,79.7
24,156,62.6
22,156,63.0
21,164,65.2
22,164,68.8
19,182,81.7
21,174,76.9
23,172,71.9
50,162,65.4
21,169,72.9
62,167,69.8
39,166,69.5
23,176,74.3
21,166,64.7
22,176,76.8
20,182,82.1
19,167,68.5
19,161,63.5
20,183,82.9
19,167,70.2
55,179,81.5
23,182,77.3
21,193,89.8
21,193,85.8
21,161,64.8
22,164,65.1
21,172,72.1
22,169,72.0
20,151,62.4
23,190,88.2
20,163,65.5
22,162,65.2
22,165,67.7
21,164,69.7
21,162,64.4
19,182,85.9
25,166,71.4
25,152,65.6
22,159,63.6
19,168,66.3
23,164,67.5
19,178,76.1
20,149,56.2
19,168,72.7
23,160,65.0
19,155,61.9
20,151,66.8
18,188,85.5
26,188,88.3
22,158,64.7
21,172,71.6
50,177,79.3
20,156,64.2
22,168,70.8
19,163,64.7
20,179,73.9
21,150,65.1
22,168,71.6
20,182,79.1
22,175,72.6
22,173,72.2
22,185,84.2
19,175,71.8
19,158,59.7
21,188,84.9
23,177,75.3
18,174,75.8
21,185,81.0
24,158,63.9
19,168,69.0
23,172,77.0
21,177,76.7
63,184,84.4
21,166,67.4
20,179,80.4
22,183,80.6
22,183,84.1
21,171,67.7
22,182,80.3
21,180,78.2
21,175,76.4
22,176,80.1
19,162,62.8
20,164,70.3
23,148,60.5
21,150,57.9
20,160,64.7
20,180,73.4
41,162,64.9
24,160,63.9
22,166,68.5
22,167,69.2
24,184,85.4
19,156,57.8
22,176,78.4
20,178,80.6
19,167,65.1
19,189,90.1
23,160,59.1
26,180,77.0
22,188,90.3
22,177,78.3
21,169,68.5
19,174,78.3
25,170,74.9
21,159,71.7
21,176,76.4
20,159,66.3
23,155,59.8
22,183,82.3
24,179,78.6
20,185,84.2
19,172,68.6
21,169,65.0
21,174,75.1
19,157,64.4
23,189,86.6
19,171,73.3
22,163,70.2
23,157,65.8
23,167,71.6
19,165,66.2
20,189,90.9
21,167,72.4
50,170,71.7
18,171,74.0
19,178,72.7
20,183,82.7
19,162,65.2
18,159,64.0
23,172,72.0
22,146,61.1
20,171,71.1
19,174,70.6
22,191,89.3
20,162,64.8
26,168,68.2
22,172,75.7
24,148,62.6
21,168,72.2
45,165,68.8
23,194,92.0
21,170,70.6
20,188,87.8
22,165,70.8
19,163,69.8
25,178,76.6
23,184,79.8
19,159,64.0
22,160,65.0
20,168,69.7
23,171,70.0
21,181,75.8
22,168,69.3
25,166,63.7
20,183,78.7
27,189,89.9
26,159,70.1
24,183,79.9
19,155,64.0
24,177,80.3
20,167,65.5
19,183,79.1
36,183,82.6
23,173,71.0
22,179,81.6
22,187,86.9
22,175,71.3
20,174,69.6
19,161,64.9
21,169,67.6
56,166,65.8
20,159,64.5
22,171,71.8
26,166,69.2
28,161,63.0
22,169,66.4
22,182,80.1
24,185,82.6
22,158,67.7
19,163,66.4
20,170,69.9
22,159,65.4
20,160,66.1
60,173,71.9
19,167,67.1
24,171,70.8
20,157,60.9
23,164,67.7
24,180,78.1
23,175,74.7
63,152,64.0
22,168,71.6
22,175,80.2
23,162,65.2
22,179,74.5
60,164,67.6
23,186,85.6
21,170,71.1
22,174,73.9
22,156,64.1
24,166,67.1
21,166,64.8
19,160,63.3
22,161,65.5
20,180,80.4
20,175,77.5
20,169,72.8
25,166,66.2
25,181,75.0
21,160,62.0
19,176,76.4
25,188,86.9
25,174,69.9
34,169,68.3
24,179,75.1
25,140,55.2
21,185,80.5
21,194,94.2
27,162,67.2
19,174,73.6
21,179,78.9
21,165,63.9
26,165,68.2
23,191,90.0
21,169,72.9
20,187,85.2
20,159,65.5
56,185,83.4
21,168,70.6
19,170,67.6
18,164,70.7
22,167,69.4
21,183,81.9
23,188,87.7
23,172,72.6
21,148,63.8
22,173,75.7
22,184,81.0
41,158,63.3
18,186,81.8
23,170,73.7
24,143,58.9
21,177,73.7
19,165,66.6
23,170,68.1
20,172,73.1
21,176,75.0
21,162,70.3
20,191,87.7
20,181,84.0
20,180,79.1
21,169,69.2
24,187,85.8
19,176,73.5
22,169,71.8
22,180,78.0
18,158,67.0
27,170,73.6
19,174,73.6
21,186,81.3
20,158,61.1
23,193,94.4
20,172,71.8
24,182,78.5
21,177,73.1
24,161,63.5
20,170,73.8
19,172,71.0
23,173,74.4
20,188,87.4
25,185,82.8
21,171,73.5
23,168,70.0
23,165,63.8
19,162,64.6
21,156,64.2
22,170,72.8
19,180,81.0
23,178,75.8
18,163,66.3
23,181,77.9
21,194,95.1
54,175,74.7
21,139,56.5
19,182,78.7
19,199,97.2
18,172,75.6
19,180,81.9
18,162,70.9
22,186,80.8
24,184,80.9
23,176,75.6
23,171,71.8
20,178,74.2
21,164,67.1
24,182,78.7
19,178,75.9
23,181,75.8
20,169,69.0
20,181,81.5
19,181,80.2
22,175,73.6
20,168,67.0
21,160,62.6
20,159,66.1
19,186,84.7
21,183,82.8
19,195,98.1
21,175,77.7
25,164,71.0
20,157,61.4
19,176,77.6
22,150,63.7
23,162,66.8
22,170,72.7
21,165,69.7
21,170,73.3
23,184,87.3
19,180,76.3
20,162,69.2
23,184,84.7
21,168,68.8
61,174,78.2
19,156,63.3
18,179,76.1
22,172,74.6
19,175,74.3
20,167,69.1
41,187,85.9
20,170,68.7
23,163,67.1
23,176,72.5
21,183,82.5
22,162,63.3
20,163,69.5
18,167,72.6
20,184,79.7
23,168,68.6
21,159,62.7
20,185,82.1
27,161,67.4
20,163,64.7
18,168,73.6
24,164,66.0
21,176,73.3
20,173,72.0
21,154,60.4
20,167,70.0
25,179,77.8
23,177,78.2
21,176,76.1
20,166,65.9
21,175,75.1
26,160,65.3
20,156,62.8
20,176,72.1
20,172,71.3
22,157,62.6
21,173,68.8
20,195,92.9
22,186,82.3
22,164,69.1
23,166,68.9
20,166,67.0
25,179,76.2
19,170,72.7
21,165,69.7
22,171,74.3
21,171,68.5
18,177,77.3
23,189,88.3
20,161,65.6
21,164,70.9
21,171,74.4
22,180,75.3
20,176,73.2
22,171,72.5
22,197,97.9
20,172,71.9
19,155,60.2
24,160,68.1
22,173,75.1
22,195,94.0
18,161,71.1
23,153,60.2
20,176,73.9
21,176,72.1
19,186,84.0
23,155,63.3
20,165,68.1
21,177,78.8
23,182,80.2
18,184,81.5
20,180,76.1
21,160,67.2
18,160,61.9
24,160,62.5
24,178,78.7
20,165,71.3
22,162,66.7
19,163,65.0
20,177,77.3
19,176,76.4
20,173,71.9
23,168,70.1
22,174,77.5
21,190,88.7
23,159,68.0
22,175,75.6
21,161,67.1
24,170,69.4
24,153,61.3
20,202,106.2
24,189,86.2
20,168,63.6
20,165,71.2
21,188,88.8
20,176,80.4
20,200,101.8
18,172,73.5
22,188,88.6
23,182,79.5
23,177,74.3
18,196,98.2
20,165,74.6
20,181,80.0
22,158,61.1
25,186,85.3
24,196,95.4
19,186,83.2
20,190,89.1
23,186,82.7
23,170,63.7
21,169,75.2
22,164,67.8
23,166,68.5
20,177,74.2
20,154,61.7
18,168,72.2
21,169,68.1
22,159,67.9
21,178,76.0
19,186,84.9
21,166,65.8
22,183,80.6
25,166,70.7
21,191,93.5
20,172,72.7
20,180,79.7
23,175,79.8
52,170,71.7
18,162,69.2
20,181,76.9
21,172,70.2
23,167,73.1
23,159,59.9
21,166,68.6
22,158,63.4
19,159,65.0
24,171,67.7
20,168,68.9
21,185,88.5
23,184,82.8
22,176,76.3
61,167,69.2
24,167,66.1
22,183,80.9
20,168,68.9
24,165,70.6
19,150,61.9
20,171,68.8
23,188,83.8
21,188,84.7
20,170,75.3
23,158,61.9
22,177,77.1
22,163,67.4
22,165,69.0
23,188,88.0
21,159,61.2
20,188,90.7
21,168,71.5
23,171,67.3
22,161,71.3
20,170,75.6
22,163,65.1
21,180,83.1
22,190,85.7
25,186,81.0
21,169,75.5
35,182,79.6
21,170,68.0
19,169,69.3
24,179,76.8
23,172,71.2
22,183,83.8
21,196,96.5
20,147,60.3
23,200,103.2
20,168,71.1
20,177,73.3
21,174,73.7
26,156,66.9
20,161,63.2
21,161,67.8
20,171,66.2
21,156,61.3
22,155,63.7
23,159,67.2
26,180,77.4
55,152,56.1
21,164,65.1
25,182,81.3
19,182,79.4
21,179,79.9
22,170,67.4
19,155,60.6
20,159,64.7
22,170,69.4
20,184,80.1
25,166,68.9
21,164,65.0
23,161,69.1
21,173,71.6
24,175,74.5
19,174,67.6
21,159,58.5
23,178,75.8
34,172,75.1
22,186,85.1
32,175,72.1
20,194,95.9
22,176,79.3
23,161,67.6
22,158,58.7
22,165,64.5
22,164,66.0
21,163,64.3
21,168,70.1
20,148,56.1
19,170,63.0
21,171,67.8
20,170,72.3
19,144,57.5
26,166,63.0
21,178,78.5
22,157,63.1
20,169,69.6
21,172,74.6
21,180,83.9
21,176,75.7
24,173,70.4
23,189,87.5
19,180,73.9
19,162,67.1
20,169,71.7
50,177,74.6
23,171,70.5
60,193,90.6
20,147,61.6
21,167,67.3
19,170,72.8
58,180,76.2
22,189,84.7
20,168,71.7
21,168,65.7
22,159,67.0
21,153,66.8
21,154,61.6
22,182,81.9
56,177,77.3
22,168,70.9
19,187,83.6
22,165,69.1
62,163,64.3
20,181,80.2
21,179,77.3
19,170,71.8
24,174,71.0
23,182,81.5
20,186,88.1
22,174,76.7
23,169,66.6
20,157,67.8
22,182,84.6
19,169,72.3
26,178,80.7
25,178,77.7
21,183,80.5
22,159,64.3
22,154,65.7
20,176,74.6
22,173,69.9
23,181,82.4
22,175,77.1
19,161,66.6
20,168,69.1
21,165,65.7
20,178,81.4
22,176,73.9
22,165,65.3
20,164,65.5
19,172,73.6
22,158,61.7
20,177,78.0
22,179,76.8
20,175,77.2
21,194,96.1
19,158,59.6
25,182,82.5
23,161,65.0
20,171,70.1
25,189,89.1
21,169,68.6
21,172,73.2
19,192,94.5
20,167,71.6
21,170,72.0
24,175,74.8
24,160,69.4
21,191,86.6
22,178,81.5
21,188,86.3
22,174,71.1
20,156,65.9
19,181,80.8
23,195,99.8
19,168,70.9
20,186,86.3
22,166,69.9
58,165,67.1
19,179,76.7
24,157,67.1
20,163,66.3
20,181,80.0
22,165,65.9
22,178,79.3
20,148,58.5
24,198,101.2
24,172,74.3
21,181,83.1
22,192,91.9
22,196,99.2
19,180,81.5
21,167,63.3
20,172,68.5
22,163,70.8
22,150,63.3
19,164,68.6
21,186,80.6
27,176,73.2
23,184,81.9
20,158,64.6
58,183,84.3
19,166,72.4
19,154,60.3
21,180,77.0
21,174,72.9
23,176,76.1
23,170,68.4
42,165,66.1
20,162,67.1
22,157,65.4
22,195,94.8
24,156,59.8
22,168,68.2
21,190,82.3
22,176,74.4
20,174,74.0
23,184,84.1
21,177,71.6
22,160,62.9
19,182,76.8
19,162,63.1
22,164,68.2
19,171,73.5
23,176,72.0
21,170,70.8
21,160,68.3
19,186,89.6
21,155,66.0
18,173,73.0
22,178,80.1
21,186,83.4
23,173,73.9
19,183,84.3
20,152,60.9
19,172,69.7
21,163,66.3
24,174,75.2
21,161,65.3
19,190,89.7
22,180,75.3
22,175,69.3
21,150,60.5
25,178,74.4
24,153,59.7
22,171,70.8
23,153,64.6
21,146,58.3
20,151,63.2
23,188,81.9
21,172,68.8
18,165,66.1
21,165,67.3
22,171,74.6
23,187,84.5
20,166,68.8
20,177,71.5
19,171,70.4
19,190,94.3
20,176,76.3
18,160,63.1
22,178,73.7
21,151,60.1
20,151,59.8
19,180,79.2
24,160,71.0
23,149,57.3
21,170,66.2
24,176,72.1
21,170,73.4
23,178,77.6
21,172,72.4
19,173,77.0
19,171,72.2
20,161,63.7
21,176,72.9
24,169,71.7
22,157,67.8
21,155,63.5
19,186,85.3
20,152,61.5
22,167,65.0
18,188,86.2
24,184,85.1
22,181,79.1
23,178,72.6
20,169,67.7
23,195,98.6
19,170,69.0
